,Penyakit,Gejala_1,Gejala_2,Gejala_3,Gejala_4
1078,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
1079,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
1080,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
1081,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
1082,Flu biasa,Demam menggigil,Lelah,Batuk,Demam tinggi
1083,Flu biasa,Bersin terus-menerus,Lelah,Batuk,Demam tinggi
1084,Flu biasa,Bersin terus-menerus,Demam menggigil,Batuk,Demam tinggi
1085,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Demam tinggi
1086,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
1087,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
1088,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
1089,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
1090,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
1091,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
1092,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
1093,Radang paru-paru,Lelah,Batuk,Demam tinggi,Sesak napas
1094,Radang paru-paru,Demam menggigil,Batuk,Demam tinggi,Sesak napas
1095,Radang paru-paru,Demam menggigil,Lelah,Demam tinggi,Sesak napas
1096,Radang paru-paru,Demam menggigil,Lelah,Batuk,Sesak napas
1097,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
1098,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
1099,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
1100,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
1101,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
1102,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
1103,Wasir dimorfik (ambeien),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah,Iritasi pada anus
1104,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri di sekitar anus,Tinja berdarah,Iritasi pada anus
1105,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Tinja berdarah,Iritasi pada anus
1106,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Iritasi pada anus
1107,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
1108,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
1109,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
1110,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
1111,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
1112,Serangan jantung,Sesak napas,Berkeringat,Nyeri dada,Mual
1113,Serangan jantung,Muntah,Berkeringat,Nyeri dada,Lelah
1114,Serangan jantung,Muntah,Sesak napas,Nyeri dada,Pusing
1115,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
1116,Serangan jantung,Muntah,Sesak napas,Mual,Nyeri dada
1117,Serangan jantung,Sesak napas,Berkeringat,Nyeri dada,nyeri pada lengan kiri
1118,Serangan jantung,Muntah,Berkeringat,Nyeri dada,Mual
1119,Serangan jantung,Muntah,Sesak napas,Nyeri dada,nyeri di rahang
1120,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
1121,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
1122,Pembuluh mekar,Kram,Memar,Obesitas (kelebihan berat badan),Kaki bengkak
1123,Pembuluh mekar,Lelah,Memar,Obesitas (kelebihan berat badan),Kaki bengkak
1124,Pembuluh mekar,Lelah,Kram,Obesitas (kelebihan berat badan),Kaki bengkak
1125,Pembuluh mekar,Lelah,Kram,Memar,Kaki bengkak
1126,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
1127,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
1128,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
1129,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
1130,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
1131,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
1132,Hipotiroidisme,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati,Lesu
1133,Hipotiroidisme,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati,Lesu
1134,Hipotiroidisme,Lelah,Tangan dan kaki terasa dingin,Perubahan suasana hati,Lesu
1135,Hipotiroidisme,Lelah,Kenaikan berat badan,Perubahan suasana hati,Lesu
1136,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Lesu
1137,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
1138,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
1139,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
1140,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
1141,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
1142,Hipertiroidisme,Perubahan suasana hati,Penurunan berat badan,Gelisah,Berkeringat
1143,Hipertiroidisme,Lelah,Penurunan berat badan,Gelisah,Berkeringat
1144,Hipertiroidisme,Lelah,Perubahan suasana hati,Gelisah,Berkeringat
1145,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Berkeringat
1146,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
1147,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
1148,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
1149,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
1150,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
1151,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
1152,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
1153,Hipoglikemia,Lelah,Cemas,Berkeringat,Sakit kepala
1154,Hipoglikemia,Muntah,Cemas,Berkeringat,Sakit kepala
1155,Hipoglikemia,Muntah,Lelah,Berkeringat,Sakit kepala
1156,Hipoglikemia,Muntah,Lelah,Cemas,Sakit kepala
1157,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
1158,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
1159,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
1160,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
1161,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
1162,Osteoartritis,Sakit leher,Nyeri lutut,Nyeri sendi pinggul,Sendi bengkak
1163,Osteoartritis,Nyeri sendi,Nyeri lutut,Nyeri sendi pinggul,Sendi bengkak
1164,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri sendi pinggul,Sendi bengkak
1165,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Sendi bengkak
1166,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
1167,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
1168,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
1169,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
1170,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
1171,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
1172,Radang sendi,Leher kaku,Sendi bengkak,Kaku saat bergerak,Nyeri saat berjalan
1173,Radang sendi,Lemah otot,Sendi bengkak,Kaku saat bergerak,Nyeri saat berjalan
1174,Radang sendi,Lemah otot,Leher kaku,Kaku saat bergerak,Nyeri saat berjalan
1175,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Nyeri saat berjalan
1176,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
1177,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
1178,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
1179,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
1180,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
1181,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
1182,(vertigo) Vertigo Posisi Paroymsal,Sakit kepala,Mual,Rasa berputar (vertigo),Kehilangan keseimbangan
1183,(vertigo) Vertigo Posisi Paroymsal,Muntah,Mual,Rasa berputar (vertigo),Kehilangan keseimbangan
1184,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Rasa berputar (vertigo),Kehilangan keseimbangan
1185,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Kehilangan keseimbangan
1186,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
1187,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
1188,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
1189,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Kehilangan keseimbangan
1190,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
1191,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
1192,Jerawat,Jerawat bernanah,Komedo,kulit berminyak,peradangan
1193,Jerawat,Ruam kulit,Komedo,kulit berminyak,iritasi kulit
1194,Jerawat,Ruam kulit,Jerawat bernanah,kulit berminyak,peradangan
1195,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
1196,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
1197,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,Gatal
1198,Jerawat,Ruam kulit,Jerawat bernanah,kulit berminyak,peradangan
1199,Jerawat,Ruam kulit,Komedo,kulit berminyak,iritasi kulit
1200,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
1201,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
1202,Infeksi saluran kemih,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus,pembengkakan
1203,Infeksi saluran kemih,Rasa panas saat buang air kecil,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus,frekuensi kencing tinggi
1204,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,Rasa ingin buang air kecil terus-menerus,darah dalam urin
1205,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,fatigue
1206,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
1207,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,Rasa ingin buang air kecil terus-menerus,fatigue
1208,Infeksi saluran kemih,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus,frekuensi kencing tinggi
1209,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,Rasa ingin buang air kecil terus-menerus,darah dalam urin
1210,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
1211,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
1212,Psoriasis,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit,Lekukan kecil pada kuku
1213,Psoriasis,Ruam kulit,Kulit mengelupas,Lapisan putih seperti serpihan di kulit,Lekukan kecil pada kuku
1214,Psoriasis,Ruam kulit,Nyeri sendi,Lapisan putih seperti serpihan di kulit,Lekukan kecil pada kuku
1215,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lekukan kecil pada kuku
1216,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
1217,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
1218,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
1219,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
1220,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
1221,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
1222,Impetigo,Demam tinggi,Lepuh,Luka merah di sekitar hidung,Kerak kuning yang keluar cairan
1223,Impetigo,Ruam kulit,Lepuh,Luka merah di sekitar hidung,Kerak kuning yang keluar cairan
1224,Impetigo,Ruam kulit,Lepuh,Luka merah di sekitar hidung,Kerak kuning yang keluar cairan
1225,Impetigo,Ruam kulit,Demam tinggi,Luka merah di sekitar hidung,Kerak kuning yang keluar cairan
1226,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Kerak kuning yang keluar cairan
1227,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
1228,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
1229,Impetigo,Ruam kulit,Lepuh,Luka merah di sekitar hidung,Kerak kuning yang keluar cairan
1230,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
1231,Infeksi jamur,Ruam kulit,Benjolan kulit,bercak diskromik,pembengkakan
1232,Infeksi jamur,Gatal,Benjolan kulit,bercak diskromik,terdapat kerak pada kulit
1233,Infeksi jamur,Gatal,Ruam kulit,bercak diskromik,kulit bersisik
1234,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,terdapat kerak pada kulit
1235,Infeksi jamur,Ruam kulit,Benjolan kulit,bercak diskromik,penebalan kulit
1236,Infeksi jamur,Gatal,Benjolan kulit,bercak diskromik,pembengkakan
1237,Infeksi jamur,Gatal,Ruam kulit,bercak diskromik,penebalan kulit
1238,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,terdapat kerak pada kulit
1239,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
1240,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
1241,Alergi,Gemetar,Demam menggigil,Mata berair,bersin
1242,Alergi,Bersin terus-menerus,Demam menggigil,Mata berair,gatal pada kulit
1243,Alergi,Bersin terus-menerus,Gemetar,Mata berair,terasa sesak di dada
1244,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,kesulitan bernafas
1245,Alergi,Gemetar,Demam menggigil,Mata berair,bersin
1246,Alergi,Bersin terus-menerus,Demam menggigil,Mata berair,terasa gatal di tenggorokan
1247,Alergi,Bersin terus-menerus,Gemetar,Mata berair,terasa sesak di dada
1248,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,kesulitan bernafas
1249,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
1250,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
1251,Penyakit GERD,Sakit perut,Luka di lidah,Muntah,Batuk
1252,Penyakit GERD,Sakit perut,Asam lambung naik,Muntah,Batuk
1253,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Batuk
1254,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
1255,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
1256,Penyakit GERD,Asam lambung naik,Luka di lidah,Muntah,Batuk
1257,Penyakit GERD,Sakit perut,Luka di lidah,Muntah,Batuk
1258,Penyakit GERD,Sakit perut,Asam lambung naik,Muntah,Batuk
1259,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Batuk
1260,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
1261,Kolestasis kronis,Muntah,Kulit kekuningan,Mual,Hilang nafsu makan
1262,Kolestasis kronis,Gatal,Kulit kekuningan,Mual,Hilang nafsu makan
1263,Kolestasis kronis,Gatal,Muntah,Mual,Hilang nafsu makan
1264,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Hilang nafsu makan
1265,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
1266,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
1267,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
1268,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
1269,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
1270,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
1271,Reaksi Obat,Gatal,Sakit perut,Rasa panas saat buang air kecil,Bercak saat buang air kecil
1272,Reaksi Obat,Gatal,Ruam kulit,Rasa panas saat buang air kecil,Bercak saat buang air kecil
1273,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Bercak saat buang air kecil
1274,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
1275,Reaksi Obat,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil,Bercak saat buang air kecil
1276,Reaksi Obat,Gatal,Sakit perut,Rasa panas saat buang air kecil,Bercak saat buang air kecil
1277,Reaksi Obat,Gatal,Ruam kulit,Rasa panas saat buang air kecil,Bercak saat buang air kecil
1278,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Bercak saat buang air kecil
1279,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
1280,Penyakit tukak lambung,Muntah,Hilang nafsu makan,Sakit perut bagian bawah,Kentut terus-menerus
1281,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Sakit perut bagian bawah,Kentut terus-menerus
1282,Penyakit tukak lambung,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah,Kentut terus-menerus
1283,Penyakit tukak lambung,Muntah,Hilang nafsu makan,Sakit perut bagian bawah,Kentut terus-menerus
1284,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Sakit perut bagian bawah,Kentut terus-menerus
1285,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Kentut terus-menerus
1286,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
1287,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
1288,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
1289,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
1290,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
1291,AIDS,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan,Lelah
1292,AIDS,Penyusutan otot,Demam tinggi,Hubungan di luar pernikahan,penurunan berat badan
1293,AIDS,Penyusutan otot,Bercak di tenggorokan,Hubungan di luar pernikahan,Lelah
1294,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,penurunan berat badan
1295,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
1296,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,penurunan berat badan
1297,AIDS,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan,Lelah
1298,AIDS,Penyusutan otot,Demam tinggi,Hubungan di luar pernikahan,penurunan berat badan
1299,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Lelah
1300,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
1301,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
1302,Diabetes,Penurunan berat badan,Gelisah,Lesu,Kadar gula darah tidak stabil
1303,Diabetes,Lelah,Gelisah,Lesu,Kadar gula darah tidak stabil
1304,Diabetes,Lelah,Penurunan berat badan,Lesu,Kadar gula darah tidak stabil
1305,Diabetes,Lelah,Penurunan berat badan,Gelisah,Kadar gula darah tidak stabil
1306,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
1307,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
1308,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
1309,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
1310,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
1311,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
1312,Radang perut,Mata cekung,Kekurangan cairan (dehidrasi),Diare,kram perut
1313,Radang perut,Muntah,Kekurangan cairan (dehidrasi),Diare,kram perut
1314,Radang perut,Muntah,Mata cekung,Diare,kram perut
1315,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),kram perut
1316,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
1317,Radang perut,Mata cekung,Kekurangan cairan (dehidrasi),Diare,kram perut
1318,Radang perut,Muntah,Kekurangan cairan (dehidrasi),Diare,kram perut
1319,Radang perut,Muntah,Mata cekung,Diare,kram perut
1320,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
1321,Asma Bronkial,Batuk,Demam tinggi,Sesak napas,Riwayat keluarga
1322,Asma Bronkial,Lelah,Demam tinggi,Sesak napas,Riwayat keluarga
1323,Asma Bronkial,Lelah,Batuk,Sesak napas,Riwayat keluarga
1324,Asma Bronkial,Lelah,Batuk,Demam tinggi,Riwayat keluarga
1325,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
1326,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
1327,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
1328,Asma Bronkial,Batuk,Demam tinggi,Sesak napas,Riwayat keluarga
1329,Asma Bronkial,Lelah,Demam tinggi,Sesak napas,Riwayat keluarga
1330,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
1331,Hipertensi,Nyeri dada,Pusing,Kehilangan keseimbangan,Sulit berkonsentrasi
1332,Hipertensi,Sakit kepala,Pusing,Kehilangan keseimbangan,Sulit berkonsentrasi
1333,Hipertensi,Sakit kepala,Nyeri dada,Kehilangan keseimbangan,Sulit berkonsentrasi
1334,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Sulit berkonsentrasi
1335,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
1336,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
1337,Hipertensi,Nyeri dada,Pusing,Kehilangan keseimbangan,Sulit berkonsentrasi
1338,Hipertensi,Sakit kepala,Pusing,Kehilangan keseimbangan,Sulit berkonsentrasi
1339,Hipertensi,Sakit kepala,Nyeri dada,Kehilangan keseimbangan,Sulit berkonsentrasi
1340,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
1341,Migrain,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur,Nafsu makan berlebihan
1342,Migrain,Asam lambung naik,Sakit kepala,Pandangan kabur,Nafsu makan berlebihan
1343,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Pandangan kabur,Nafsu makan berlebihan
1344,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Nafsu makan berlebihan
1345,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
1346,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
1347,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
1348,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
